147_i_4_E 99 1 97 3 98 2 96
147_i_5_A 99 1 98 2 98 2 96
147_i_5_B 92 8 88 12 90 10 80
147_i_5_C 96 4 94 6 95 5 90
147_i_5_D 100 0 100 0 100 0 99
147_i_5_E 97 3 99 1 98 2 96
157_i_1_A 89 11 87 13 88 12 76
157_i_1_B 74 26 78 22 76 24 52
157_i_1_C 75 25 77 23 76 24 52
157_i_1_D 92 8 90 10 91 9 82
157_i_1_E 88 12 86 14 87 13 74
157_i_2_A 89 11 93 7 91 9 82
157_i_2_B 66 34 70 30 68 32 36
157_i_2_C 69 31 67 33 68 32 36
157_i_2_D 92 8 91 9 91 9 82
157_i_2_E 92 8 88 12 90 10 80
157_i_3_A 92 8 90 10 91 9 82
157_i_3_B 66 34 66 34 66 34 32
157_i_3_C 72 28 70 30 71 29 42
157_i_3_D 90 10 90 10 90 10 80
157_i_3_E 85 15 89 11 87 13 74
157_i_4_A 89 11 91 9 90 10 80
157_i_4_B 68 32 67 33 67 33 34
157_i_4_C 73 27 72 28 72 28 44
157_i_4_D 86 14 90 10 88 12 76
157_i_4_E 85 15 89 11 87 13 74
157_i_5_A 87 13 85 15 86 14 72
157_i_5_B 64 36 62 38 63 37 26
157_i_5_C 73 27 69 31 71 29 42
157_i_5_D 87 14 86 14 86 14 72
157_i_5_E 84 16 88 12 86 14 72
166_i_1_A 100 0 100 0 100 0 99
166_i_1_B 97 3 95 5 96 4 92
166_i_1_C 94 6 93 7 93 7 86
166_i_1_D 99 1 95 5 97 3 94
166_i_1_E 99 1 97 3 98 2 96
166_i_2_A 100 0 100 0 100 0 99
166_i_2_B 92 8 94 6 93 7 86
166_i_2_C 99 1 97 3 98 2 96
166_i_2_D 100 0 100 0 100 0 99
166_i_2_E 96 4 98 2 97 3 94
166_i_3_A 98 2 97 3 97 3 94
166_i_3_B 95 5 94 6 94 6 88
166_i_3_C 93 7 97 3 95 5 90
166_i_3_D 100 0 100 0 100 0 99
166_i_3_E 100 0 100 0 100 0 99
166_i_4_A 100 0 99 1 100 0 99
166_i_4_B 92 8 88 12 90 10 80
166_i_4_C 96 4 94 6 95 5 90
166_i_4_D 100 0 99 1 100 0 99
166_i_4_E 100 0 100 0 100 0 99
166_i_5_A 100 0 100 0 100 0 99
166_i_5_B 86 14 90 10 88 12 76
166_i_5_C 96 4 98 2 97 3 94
166_i_5_D 100 0 99 1 100 0 99
166_i_5_E 100 0 99 1 100 0 99
181_i_1_A 82 18 86 14 84 16 68
181_i_1_B 71 29 75 25 73 27 46
181_i_1_C 73 27 71 29 72 28 44
181_i_1_D 88 12 88 12 88 12 76
181_i_1_E 88 12 84 16 86 14 72
181_i_2_A 90 10 84 16 87 13 74
181_i_2_B 72 28 70 30 71 29 42
181_i_2_C 74 26 72 28 73 27 46
181_i_2_D 82 18 86 14 84 16 68
181_i_2_E 88 12 92 8 90 10 80
181_i_3_A 90 10 88 12 89 11 78
181_i_3_B 69 31 68 32 68 32 36
181_i_3_C 78 22 74 26 76 24 52
181_i_3_D 89 11 87 13 88 12 76
181_i_3_E 89 11 88 12 88 12 76
181_i_4_A 89 11 87 13 88 12 76
181_i_4_B 67 33 67 33 67 33 34
181_i_4_C 71 29 75 25 73 27 46
181_i_4_D 86 14 88 12 87 13 74
181_i_4_E 88 12 87 13 87 13 74
181_i_5_A 87 13 85 15 86 14 72
181_i_5_B 65 35 63 37 64 36 28
181_i_5_C 71 29 70 30 70 30 40
181_i_5_D 84 16 88 12 86 14 72
181_i_5_E 86 14 90 10 88 12 76
182_i_1_A 93 7 91 9 92 8 84
182_i_1_B 70 30 70 30 70 30 40
182_i_1_C 73 27 69 31 71 29 42
182_i_1_D 91 9 89 11 90 10 80
182_i_1_E 91 10 90 11 90 10 80
182_i_2_A 93 7 91 9 92 8 84
182_i_2_B 80 20 76 24 78 22 56
182_i_2_C 81 19 79 21 80 20 60
182_i_2_D 92 8 90 10 91 9 82
182_i_2_E 94 6 92 8 93 7 86
182_i_3_A 93 7 93 7 93 7 86
182_i_3_B 78 22 82 18 80 20 60
182_i_3_C 80 20 82 18 81 19 62
182_i_3_D 93 7 92 8 92 8 84
182_i_3_E 90 10 90 10 90 10 80
182_i_4_A 92 8 92 8 92 8 84
182_i_4_B 68 32 68 32 68 32 36
182_i_4_C 78 22 82 18 80 20 60
182_i_4_D 89 11 93 7 91 9 82
182_i_4_E 93 7 91 9 92 8 84
182_i_5_A 91 9 87 13 89 11 78
182_i_5_B 75 25 73 27 74 26 48
182_i_5_C 78 22 76 24 77 23 54
182_i_5_D 92 8 90 10 91 9 82
182_i_5_E 91 9 91 9 91 9 82
202_i_1_A 64 36 68 32 66 34 32
202_i_1_B 43 57 45 55 44 56 -12
202_i_1_C 45 55 43 57 44 56 -12
202_i_1_D 65 35 65 35 65 35 30
202_i_1_E 60 40 60 40 60 40 20
202_i_2_A 71 29 69 31 70 30 40
202_i_2_B 41 59 37 63 39 61 -22
202_i_2_C 46 54 44 56 45 55 -10
202_i_2_D 61 39 60 40 61 39 22
202_i_2_E 63 37 61 39 62 38 24
202_i_3_A 57 43 57 43 57 43 14
202_i_3_B 40 60 44 56 42 58 -16
202_i_3_C 77 23 79 21 78 22 56
202_i_3_D 60 40 60 40 60 40 20
202_i_3_E 58 42 58 42 58 42 16
202_i_4_A 72 28 70 30 71 29 42
202_i_4_B 38 62 42 58 40 60 -20
202_i_4_C 49 51 53 47 51 49 2
202_i_4_D 59 41 57 43 58 42 16
202_i_4_E 59 41 55 45 57 43 14
202_i_5_A 66 34 64 36 65 35 30
202_i_5_B 35 65 31 69 33 67 -34
202_i_5_C 41 59 39 61 40 60 -20
202_i_5_D 68 32 68 32 68 32 36
202_i_5_E 60 40 58 42 59 41 18
205_i_1_A 72 28 72 28 72 28 44
205_i_1_B 33 67 37 63 35 65 -30
205_i_1_C 44 56 46 54 45 55 -10
205_i_1_D 72 28 72 28 72 28 44
205_i_1_E 65 35 64 36 64 36 28
205_i_2_A 77 23 75 25 76 24 52
205_i_2_B 40 60 40 60 40 60 -20
205_i_2_C 45 55 49 51 47 53 -6
205_i_2_D 63 37 67 33 65 35 30
205_i_2_E 71 29 73 27 72 28 44
205_i_3_A 75 25 75 25 75 25 50
205_i_3_B 38 62 38 62 38 62 -24
205_i_3_C 42 58 40 60 41 59 -18
205_i_3_D 75 25 75 26 75 25 50
205_i_3_E 69 31 73 27 71 29 42
205_i_4_A 72 28 76 24 74 26 48
205_i_4_B 43 57 42 58 43 57 -14
205_i_4_C 37 63 38 64 37 63 -26
205_i_4_D 73 27 72 28 73 27 46
205_i_4_E 62 38 60 40 61 39 22
205_i_5_A 71 29 75 25 73 27 46
205_i_5_B 38 62 42 58 40 60 -20
205_i_5_C 41 59 43 57 42 58 -16
205_i_5_D 70 30 69 31 69 31 38
205_i_5_E 75 25 74 26 74 26 48
207_i_1_A 70 30 70 30 70 30 40
207_i_1_B 62 38 62 38 62 38 24
207_i_1_C 64 36 68 32 66 34 32
207_i_1_D 70 30 74 26 72 28 44
207_i_1_E 74 23 73 27 73 27 46
207_i_2_A 80 20 80 20 80 20 60
207_i_2_B 62 38 60 40 61 39 22
207_i_2_C 65 35 65 35 65 35 30
207_i_2_D 73 27 77 23 75 25 50
207_i_2_E 78 22 82 18 80 20 60
207_i_3_A 77 23 79 21 78 22 56
207_i_3_B 62 38 62 38 62 38 24
207_i_3_C 66 34 66 34 66 34 32
207_i_3_D 75 25 75 25 75 25 50
207_i_3_E 78 22 78 22 78 22 56
207_i_4_A 77 23 81 19 79 21 58
207_i_4_B 57 43 61 39 59 41 18
207_i_4_C 70 30 68 32 69 31 38
207_i_4_D 76 24 80 20 78 22 56
207_i_4_E 75 25 79 21 77 23 54
207_i_5_A 79 21 77 23 78 22 56
207_i_5_B 62 38 58 42 60 40 20
207_i_5_C 66 34 62 38 64 36 28
207_i_5_D 74 26 72 28 73 27 46
207_i_5_E 76 24 76 24 76 24 52
210_i_1_A 67 33 63 37 65 35 30
210_i_1_B 46 54 44 56 45 55 -10
210_i_1_C 44 56 44 56 44 56 -12
210_i_1_D 67 33 63 37 65 35 30
210_i_1_E 63 37 63 37 63 38 25
210_i_2_A 72 28 70 30 71 29 41
210_i_2_B 42 58 40 60 41 59 -18
210_i_2_C 45 55 48 52 47 54 -7
210_i_2_D 60 40 60 40 60 40 20
210_i_2_E 62 38 60 40 61 39 22
210_i_3_A 57 43 59 41 58 42 16
210_i_3_B 43 57 41 59 42 58 -16
210_i_3_C 46 54 50 50 48 52 -4
210_i_3_D 60 40 62 38 61 39 22
210_i_3_E 57 43 56 44 57 43 14
210_i_4_A 71 29 71 29 71 29 42
210_i_4_B 40 60 44 56 42 58 -16
210_i_4_C 49 51 53 47 51 49 2
210_i_4_D 57 43 55 45 56 44 12
210_i_4_E 56 44 54 46 55 45 10
210_i_5_A 65 35 61 39 63 37 26
210_i_5_B 40 60 38 62 39 61 -22
210_i_5_C 43 57 43 57 43 57 -14
210_i_5_D 67 33 65 35 66 34 32
210_i_5_E 60 40 60 40 60 40 20
223_i_1_A 82 18 78 22 80 20 60
223_i_1_B 68 32 66 34 67 33 34
223_i_1_C 68 32 68 32 68 32 36
223_i_1_D 80 20 76 24 78 22 56
223_i_1_E 80 20 80 20 80 20 60
223_i_2_A 79 21 77 23 78 22 56
223_i_2_B 63 37 61 39 62 38 24
223_i_2_C 64 36 66 34 65 35 30
223_i_2_D 81 19 81 19 81 19 62
223_i_2_E 81 19 79 21 80 20 60
223_i_3_A 74 26 76 24 75 25 50
223_i_3_B 68 32 66 34 67 33 34
223_i_3_C 62 38 66 34 64 36 28
223_i_3_D 79 21 81 19 80 20 60
223_i_3_E 81 19 80 20 81 19 62
223_i_4_A 75 25 75 25 75 25 50
223_i_4_B 59 41 63 37 61 39 22
223_i_4_C 58 42 62 38 60 40 20
223_i_4_D 82 18 80 20 81 19 62
223_i_4_E 80 20 80 20 80 20 60
223_i_5_A 87 13 83 17 85 15 70
223_i_5_B 60 40 58 42 59 41 18
223_i_5_C 61 39 59 41 60 40 20
223_i_5_D 81 19 83 17 82 18 64
223_i_5_E 84 16 82 18 83 17 66
229_i_1_A 91 9 95 5 93 7 86
229_i_1_B 69 31 71 29 70 30 40
229_i_1_C 72 28 70 30 71 29 42
229_i_1_D 86 14 85 15 86 14 72
229_i_1_E 87 13 91 9 89 11 78
229_i_2_A 89 11 93 7 91 9 82
229_i_2_B 92 8 90 10 91 9 82
229_i_2_C 73 27 73 27 73 27 46
229_i_2_D 77 23 73 27 75 25 50
229_i_2_E 92 8 90 10 91 9 82
229_i_3_A 92 8 91 9 91 9 82
229_i_3_B 73 27 71 29 72 28 44
229_i_3_C 75 25 75 25 75 25 50
229_i_3_D 86 14 90 10 88 12 76
229_i_3_E 87 13 89 11 88 12 76
229_i_4_A 93 7 92 8 93 7 86
229_i_4_B 70 30 70 30 70 30 40
229_i_4_C 72 28 76 24 74 26 48
229_i_4_D 90 10 94 6 92 8 84
229_i_4_E 92 8 90 10 91 9 82
229_i_5_A 90 10 88 12 89 11 78
229_i_5_B 73 27 69 31 71 29 42
229_i_5_C 73 27 71 29 72 28 44
229_i_5_D 88 12 88 12 88 12 76
229_i_5_E 91 9 89 11 90 10 80
229_vi_1_A 91 9 91 9 91 9 82
229_vi_1_B 74 26 70 30 72 28 44
229_vi_1_C 70 30 74 26 72 28 44
229_vi_1_D 89 11 87 13 88 12 76
229_vi_1_E 88 12 87 13 88 12 76
229_vi_2_A 92 8 88 12 90 10 80
229_vi_2_B 91 9 89 11 90 10 80
229_vi_2_C 70 30 70 30 70 30 40
229_vi_2_D 75 25 73 27 74 26 48
229_vi_2_E 89 11 91 9 90 10 80
229_vi_3_A 92 8 90 10 91 9 82
229_vi_3_B 75 25 71 29 73 27 46
229_vi_3_C 78 22 76 24 77 23 54
229_vi_3_D 90 10 88 12 89 11 78
229_vi_3_E 88 12 86 14 87 13 74
229_vi_4_A 90 10 94 6 92 8 84
229_vi_4_B 67 33 71 29 69 31 38
229_vi_4_C 75 25 73 27 74 26 48
229_vi_4_D 92 8 92 8 92 8 84
229_vi_4_E 93 7 89 11 91 9 82
229_vi_5_A 91 9 89 11 90 10 80
229_vi_5_B 71 29 69 31 70 30 40
229_vi_5_C 71 29 73 27 72 28 44
229_vi_5_D 90 10 88 12 89 11 78
229_vi_5_E 89 11 93 7 91 9 82
230_i_1_A 89 11 91 9 90 10 80
230_i_1_B 68 32 67 33 68 32 36
230_i_1_C 72 28 72 28 72 28 44
230_i_1_D 86 14 90 10 88 12 76
230_i_1_E 87 13 91 9 89 11 78
230_i_2_A 93 7 91 9 92 8 84
230_i_2_B 82 18 78 22 80 20 60
230_i_2_C 82 18 78 22 80 20 60
230_i_2_D 94 6 92 8 93 7 86
230_i_2_E 95 5 95 5 95 5 90
230_i_3_A 94 6 92 8 93 7 86
230_i_3_B 81 19 81 19 81 19 62
230_i_3_C 78 22 82 18 80 20 60
230_i_3_D 89 11 91 9 90 10 80
230_i_3_E 90 10 90 10 90 10 80
230_i_4_A 93 7 93 7 93 7 86
230_i_4_B 68 32 72 28 70 30 40
230_i_4_C 81 19 85 15 83 17 66
230_i_4_D 93 7 91 9 92 8 84
230_i_4_E 94 6 92 8 93 7 86
230_i_5_A 91 9 87 13 89 11 78
230_i_5_B 72 28 72 28 72 28 44
230_i_5_C 75 25 79 21 77 23 54
230_i_5_D 91 9 95 5 93 7 86
230_i_5_E 93 7 91 9 92 8 84
242_i_1_A 67 33 66 34 67 33 34
242_i_1_B 67 33 63 37 65 35 30
242_i_1_C 67 33 65 35 66 34 32
242_i_1_D 73 27 71 29 72 28 44
242_i_1_E 63 37 65 35 64 36 28
242_i_2_A 66 34 64 36 65 35 30
242_i_2_B 42 58 46 54 44 56 -12
242_i_2_C 54 46 56 44 55 45 10
242_i_2_D 61 39 60 40 61 39 22
242_i_2_E 62 38 62 38 62 38 24
242_i_3_A 55 45 59 41 57 43 14
242_i_3_B 45 55 49 51 47 53 -6
242_i_3_C 79 21 77 23 78 22 56
242_i_3_D 60 40 60 40 60 40 20
242_i_3_E 60 40 56 44 58 42 16
242_i_4_A 72 28 70 30 71 29 42
242_i_4_B 40 60 40 60 40 60 -20
242_i_4_C 52 48 50 50 51 49 2
242_i_4_D 58 42 58 42 58 42 16
242_i_4_E 55 45 59 41 57 43 14
242_i_5_A 62 38 64 36 63 37 26
242_i_5_B 52 48 52 48 52 48 4
242_i_5_C 50 50 50 50 50 50 0
242_i_5_D 68 32 72 28 70 30 40
242_i_5_E 57 43 61 39 59 41 18
242_vi_1_A 67 33 65 35 66 34 32
242_vi_1_B 65 35 65 35 65 35 30
242_vi_1_C 69 31 65 35 67 33 34
242_vi_1_D 73 27 67 33 70 30 40
242_vi_1_E 65 35 65 35 65 35 30
242_vi_2_A 65 35 64 36 64 36 28
242_vi_2_B 43 57 47 53 45 55 -10
242_vi_2_C 53 47 57 43 55 45 10
242_vi_2_D 61 39 59 41 60 40 20
242_vi_2_E 62 38 62 38 62 38 24
242_vi_3_A 59 41 55 45 57 43 14
242_vi_3_B 47 53 45 55 46 54 -8
242_vi_3_C 72 28 71 29 71 29 42
242_vi_3_D 64 36 62 38 63 37 26
242_vi_3_E 60 40 60 40 60 40 20
242_vi_4_A 68 32 72 28 70 30 40
242_vi_4_B 38 62 40 60 39 61 -22
242_vi_4_C 51 49 50 50 50 50 0
242_vi_4_D 58 40 56 44 57 43 14
242_vi_4_E 58 40 57 43 57 43 14
242_vi_5_A 64 37 63 38 63 37 26
242_vi_5_B 48 52 52 48 50 50 0
242_vi_5_C 48 52 52 48 50 50 0
242_vi_5_D 70 30 68 32 69 31 38
242_vi_5_E 61 40 60 41 60 40 20
245_i_1_A 62 38 58 42 60 40 20
245_i_1_B 51 49 49 51 50 50 0
245_i_1_C 51 49 51 59 51 49 2
245_i_1_D 62 38 60 40 61 39 22
245_i_1_E 58 42 54 46 56 44 12
245_i_2_A 57 43 55 45 56 44 12
245_i_2_B 51 49 49 51 50 50 0
245_i_2_C 52 48 50 50 51 49 2
245_i_2_D 57 43 57 43 57 43 14
245_i_2_E 56 44 60 40 58 42 16
245_i_3_A 59 41 61 39 60 40 20
245_i_3_B 53 47 51 49 52 48 4
245_i_3_C 49 51 47 53 48 52 -4
245_i_3_D 60 40 58 42 59 41 18
245_i_3_E 59 41 57 43 58 42 16
245_i_4_A 56 44 60 40 58 42 16
245_i_4_B 49 51 53 47 51 49 2
245_i_4_C 53 47 51 49 52 48 4
245_i_4_D 59 41 55 45 57 43 14
245_i_4_E 57 43 55 45 56 44 12
245_i_5_A 58 42 57 43 58 42 16
245_i_5_B 52 48 50 50 51 49 2
245_i_5_C 50 50 50 50 50 50 0
245_i_5_D 57 43 61 39 59 41 18
245_i_5_E 55 45 57 43 56 44 12
245_vi_1_A 58 42 58 43 58 42 16
245_vi_1_B 53 47 51 49 52 48 4
245_vi_1_C 53 47 51 49 52 48 4
245_vi_1_D 61 39 59 41 60 40 20
245_vi_1_E 57 43 53 47 55 45 10
245_vi_2_A 57 43 55 45 56 44 12
245_vi_2_B 51 49 50 50 50 50 0
245_vi_2_C 52 48 50 50 51 49 2
245_vi_2_D 55 45 55 45 55 45 10
245_vi_2_E 54 46 58 42 56 44 12
245_vi_3_A 59 41 61 39 60 40 20
245_vi_3_B 49 51 49 51 49 51 -2
245_vi_3_C 50 50 50 50 50 50 0
245_vi_3_D 58 42 58 42 58 42 16
245_vi_3_E 55 45 59 41 57 43 14
245_vi_4_A 56 44 60 40 58 42 16
245_vi_4_B 52 48 50 50 51 49 2
245_vi_4_C 54 46 50 50 52 48 4
245_vi_4_D 56 44 54 46 55 45 10
245_vi_4_E 58 42 54 46 56 44 12
245_vi_5_A 55 45 53 47 54 46 8
245_vi_5_B 52 48 50 50 51 49 2
245_vi_5_C 50 50 48 52 49 51 -2
245_vi_5_D 55 45 55 45 55 45 10
245_vi_5_E 53 47 57 43 55 45 10
246_vi_1_A 51 49 53 47 52 48 4
246_vi_1_B 50 50 50 50 50 50 0
246_vi_1_C 52 48 50 50 51 49 2
246_vi_1_D 55 45 55 45 55 45 10
246_vi_1_E 48 52 48 52 48 52 -4
246_vi_2_A 47 53 51 49 49 51 -2
246_vi_2_B 49 51 53 47 51 49 2
246_vi_2_C 51 49 53 47 52 48 4
246_vi_2_D 50 50 50 50 50 50 0
246_vi_2_E 50 50 50 50 50 50 0
246_vi_3_A 48 52 48 52 48 52 -4
246_vi_3_B 56 44 56 44 56 44 12
246_vi_3_C 46 54 50 50 48 52 -4
246_vi_3_D 56 44 60 40 58 42 16
246_vi_3_E 52 48 52 48 52 48 4
246_vi_4_A 55 45 55 45 55 45 10
246_vi_4_B 48 52 46 54 47 53 -6
246_vi_4_C 50 50 48 52 49 51 -2
246_vi_4_D 48 52 52 48 50 50 0
246_vi_4_E 51 49 55 45 53 47 6
246_vi_5_A 53 47 55 45 54 46 8
246_vi_5_B 50 50 50 50 50 50 0
246_vi_5_C 52 48 51 59 51 49 2
246_vi_5_D 55 45 55 45 55 45 10
246_vi_5_E 55 45 55 45 55 45 10
249_i_1_A 90 10 94 6 92 8 84
249_i_1_B 72 28 76 24 74 26 48
249_i_1_C 76 24 74 26 75 25 50
249_i_1_D 85 15 84 16 85 15 70
249_i_1_E 92 8 90 10 91 9 82
249_i_2_A 92 8 90 10 91 9 82
249_i_2_B 88 12 92 8 90 10 80
249_i_2_C 69 31 73 27 71 29 42
249_i_2_D 76 24 78 22 77 23 54
249_i_2_E 91 9 89 11 90 10 80
249_i_3_A 91 11 89 11 89 11 78
249_i_3_B 70 30 70 30 70 30 40
249_i_3_C 73 27 73 27 73 27 46
249_i_3_D 85 15 89 11 87 13 74
249_i_3_E 87 13 91 9 89 11 78
249_i_4_A 92 8 90 10 91 9 82
249_i_4_B 69 31 73 27 71 29 42
249_i_4_C 71 29 75 25 73 27 46
249_i_4_D 92 8 90 10 91 9 82
249_i_4_E 91 9 87 13 89 11 78
249_i_5_A 90 10 86 14 88 12 76
249_i_5_B 67 33 71 29 69 31 38
249_i_5_C 68 32 72 28 70 30 40
249_i_5_D 88 12 86 14 87 13 74
249_i_5_E 90 10 89 11 89 11 78
251_vi_1_A 96 4 92 8 94 6 88
251_vi_1_B 74 26 72 28 73 27 46
251_vi_1_C 73 27 71 29 72 28 44
251_vi_1_D 94 6 96 4 95 5 90
251_vi_1_E 92 8 90 10 91 9 82
251_vi_2_A 95 5 91 9 93 7 86
251_vi_2_B 81 19 79 21 80 20 60
251_vi_2_C 82 18 80 20 81 19 62
251_vi_2_D 92 8 94 6 93 7 86
251_vi_2_E 95 5 93 7 94 6 88
251_vi_3_A 92 8 94 6 93 7 86
251_vi_3_B 79 21 77 23 78 22 56
251_vi_3_C 79 21 83 17 81 19 62
251_vi_3_D 91 9 95 5 93 7 86
251_vi_3_E 90 10 90 10 90 10 80
251_vi_4_A 95 5 94 6 94 6 88
251_vi_4_B 77 27 73 27 73 27 46
251_vi_4_C 79 21 78 22 79 21 58
251_vi_4_D 90 10 94 6 92 8 84
251_vi_4_E 90 10 94 6 92 8 84
251_vi_5_A 89 11 91 9 90 10 80
251_vi_5_B 76 24 76 24 76 24 52
251_vi_5_C 77 23 75 25 76 24 52
251_vi_5_D 95 5 94 6 94 6 88
251_vi_5_E 90 10 89 11 90 10 80
253_i_1_A 98 2 100 0 99 1 99
253_i_1_B 90 10 94 6 92 8 84
253_i_1_C 91 9 93 7 92 8 84
253_i_1_D 100 0 98 2 99 1 98
253_i_1_E 99 1 98 2 98 2 96
253_i_2_A 100 0 99 1 99 1 98
253_i_2_B 89 12 88 12 88 12 76
253_i_2_C 87 13 91 9 89 11 78
253_i_2_D 97 3 100 0 99 1 98
253_i_2_E 100 0 100 0 100 0 99
253_i_3_A 98 2 100 0 99 1 99
253_i_3_B 87 13 91 9 89 11 78
253_i_3_C 91 9 89 11 90 10 80
253_i_3_D 99 1 99 1 99 1 99
253_i_3_E 100 0 100 0 100 0 99
253_i_4_A 100 0 100 0 100 0 99
253_i_4_B 88 12 92 8 90 10 80
253_i_4_C 93 7 91 9 92 8 84
253_i_4_D 100 0 100 0 100 0 99
253_i_4_E 99 1 99 1 99 1 98
253_i_5_A 99 1 99 1 99 1 98
253_i_5_B 89 11 87 13 88 12 76
253_i_5_C 88 12 90 10 89 11 78
253_i_5_D 99 1 97 3 98 2 96
253_i_5_E 99 1 99 1 99 1 98
262_vi_1_A 62 38 60 40 61 39 22
262_vi_1_B 46 54 44 56 45 55 -10
262_vi_1_C 49 51 51 49 50 50 0
262_vi_1_D 56 44 54 46 55 45 10
262_vi_1_E 54 46 56 44 55 45 10
262_vi_2_A 61 39 59 41 60 40 20
262_vi_2_B 43 57 47 53 45 55 -10
262_vi_2_C 49 51 53 47 51 49 2
262_vi_2_D 62 38 61 39 61 39 22
262_vi_2_E 63 37 63 37 63 37 26
262_vi_3_A 60 40 60 40 60 40 20
262_vi_3_B 47 53 45 55 46 54 -8
262_vi_3_C 46 54 50 50 48 52 -4
262_vi_3_D 60 40 64 36 62 38 24
262_vi_3_E 56 44 60 40 58 42 16
262_vi_4_A 76 24 76 24 76 24 52
262_vi_4_B 48 52 46 54 47 53 -6
262_vi_4_C 57 43 55 45 56 44 12
262_vi_4_D 65 35 63 37 64 36 28
262_vi_4_E 63 37 61 39 62 38 24
262_vi_5_A 65 35 69 31 67 33 34
262_vi_5_B 38 62 42 58 40 60 -20
262_vi_5_C 51 49 53 47 52 48 4
262_vi_5_D 59 41 57 43 58 42 16
262_vi_5_E 63 37 61 39 62 38 24
276_i_1_A 99 1 98 2 98 2 96
276_i_1_B 88 12 86 14 87 13 74
