182_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=CC(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)=CC(C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)=C5)=C3O1)C8=C(C=CC=C8)C=C2C9=CC(C%10=CC(C(F)(F)F)=CC(C(F)(F)F)=C%10)=CC(C%11=CC(C(F)(F)F)=CC(C(F)(F)F)=C%11)=C9
181_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=CC=C(S(F)(F)(F)(F)F)C=C5)=C3O1)C6=C(C=CC=C6)C=C2C7=CC=C(S(F)(F)(F)(F)F)C=C7
71_vi,O=P1(O)OC2=C(C3=C(CCCC4)C4=CC(C5=C(C6=CC(C=CC=C7)=C7C=C6)C=CC=C5)=C3O1)C8=C(CCCC8)C=C2C9=CC=CC=C9C%10=CC=C(C=CC=C%11)C%11=C%10
99_vi,O=P1(O)OC2=C(C3=C(CCCC4)C4=CC(C5=CC(C(F)(F)F)=CC(C(F)(F)F)=C5)=C3O1)C6=C(CCCC6)C=C2C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7
99_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=CC(C(F)(F)F)=CC(C(F)(F)F)=C5)=C3O1)C6=C(C=CC=C6)C=C2C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7
144_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=C(F)C=C(OC)C=C5F)=C3O1)C6=C(C=CC=C6)C=C2C7=C(F)C=C(OC)C=C7F
230_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=CC(C6=CC=C(OC)C=C6)=CC(C7=CC=C(OC)C=C7)=C5)=C3O1)C8=C(C=CC=C8)C=C2C9=CC(C%10=CC=C(OC)C=C%10)=CC(C%11=CC=C(OC)C=C%11)=C9
245_vi,O=P1(O)OC2=C(C3=C(CCCC4)C4=CC(C5=CC=C([Si](C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8)C=C5)=C3O1)C9=C(CCCC9)C=C2C%10=CC=C([Si](C%11=CC=CC=C%11)(C%12=CC=CC=C%12)C%13=CC=CC=C%13)C=C%10
166_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=C(C6CCCCC6)C=C(C7CCCCC7)C=C5C8CCCCC8)=C3O1)C9=C(C=CC=C9)C=C2C%10=C(C%11CCCCC%11)C=C(C%12CCCCC%12)C=C%10C%13CCCCC%13
147_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=C(C(C)C)C=C(C(C)C)C=C5C(C)C)=C3O1)C6=C(C=CC=C6)C=C2C7=C(C(C)C)C=C(C(C)C)C=C7C(C)C
87_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=C(OC)C=CC=C5OC)=C3O1)C6=C(C=CC=C6)C=C2C7=C(OC)C=CC=C7OC
145_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=C(C)C=C(C)C=C5C)=C3O1)C6=C(C=CC=C6)C=C2C7=C(C)C=C(C)C=C7C
5_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=C(C=CC=C6)C6=CC7=C5C=CC=C7)=C3O1)C8=C(C=CC=C8)C=C2C9=C(C=CC=C%10)C%10=CC%11=C9C=CC=C%11
7_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=C(C=CC6=C7C(C=C8)=CC=C6)C7=C8C=C5)=C3O1)C9=C(C=CC=C9)C=C2C%10=CC=C(C=C%11)C%12=C%10C=CC%13=C%12C%11=CC=C%13
382_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=C(C(C(F)(F)F)=O)C=CC=C5)=C3O1)C6=C(C=CC=C6)C=C2C7=CC=CC=C7C(C(F)(F)F)=O
229_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=CC(C(C)(C)C)=CC(C(C)(C)C)=C5)=C3O1)C6=C(C=CC=C6)C=C2C7=CC(C(C)(C)C)=CC(C(C)(C)C)=C7
229_vi,O=P1(O)OC2=C(C3=C(CCCC4)C4=CC(C5=CC(C(C)(C)C)=CC(C(C)(C)C)=C5)=C3O1)C6=C(CCCC6)C=C2C7=CC(C(C)(C)C)=CC(C(C)(C)C)=C7
371_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=CC=C(C)C=C5)=C3O1)C6=C(C=CC=C6)C=C2C7=CC=C(C)C=C7
61_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=CC=C(C(C)(C)C)C=C5)=C3O1)C6=C(C=CC=C6)C=C2C7=CC=C(C(C)(C)C)C=C7
73_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=CC=C(C6=CC=C(C=CC=C7)C7=C6)C=C5)=C3O1)C8=C(C=CC=C8)C=C2C9=CC=C(C%10=CC(C=CC=C%11)=C%11C=C%10)C=C9
29_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=CC=C(OC)C=C5)=C3O1)C6=C(C=CC=C6)C=C2C7=CC=C(OC)C=C7
365_vi,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=CC(OCC)=CC=C5)=C3O1)C6=C(C=CC=C6)C=C2C7=CC=CC(COC)=C7
1_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=CC=CC=C5)=C3O1)C6=C(C=CC=C6)C=C2C7=CC=CC=C7
223_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC([Si](C5=CC=CC=C5)(C)C6=CC=CC=C6)=C3O1)C7=C(C=CC=C7)C=C2[Si](C8=CC=CC=C8)(C9=CC=CC=C9)C
242_vi,O=P1(O)OC2=C(C3=C(CCCC4)C4=CC(Br)=C3O1)C5=C(CCCC5)C=C2Br
245_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC([Si](C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)=C3O1)C8=C(C=CC=C8)C=C2[Si](C9=CC=CC=C9)(C%10=CC=CC=C%10)C%11=CC=CC=C%11
210_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(CC5=CC=C(C(F)(F)F)C=C5C(F)(F)F)=C3O1)C6=C(C=CC=C6)C=C2CC7=C(C(F)(F)F)C=C(C(F)(F)F)C=C7
205_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(CC5=CC(C(F)(F)F)=CC(C(F)(F)F)=C5)=C3O1)C6=C(C=CC=C6)C=C2CC7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7
202_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(CC5=CC=C(OC)C=C5)=C3O1)C6=C(C=CC=C6)C=C2CC7=CC=C(OC)C=C7
262_vi,O=P1(O)OC2=C(C3=C(CCCC4)C4=CC(CC)=C3O1)C5=C(CCCC5)C=C2CC
328_i,O=P1(O)OC2=C(C3=C(C=CC=C4)C4=CC(C5=C(OCC)C=CC(C)=C5)=C3O1)C6=C(C=CC=C6)C=C2C7=CC(C)=CC=C7OCC
